Time,HumanVelocity,RobotVelocity,InteractionForce
1.189,-0.559482258102167,-0.556875616488188,0.00844108665622444
1.19,-0.56208337785213,-0.559482258102167,0.00848287940517298
1.191,-0.564678950066077,-0.56208337785213,0.00852459007336112
1.192,-0.567268949126756,-0.564678950066077,0.00856621823865475
1.193,-0.569853349471924,-0.567268949126756,0.0086077634797529
1.194,-0.572432125594591,-0.569853349471924,0.00864922537615672
1.195,-0.575005252043278,-0.572432125594591,0.0086906035082087
1.196,-0.577572703422267,-0.575005252043278,0.0087318974570633
1.197,-0.580134454391849,-0.577572703422267,0.00877310680471515
1.198,-0.582690479668576,-0.580134454391849,0.00881423113399216
1.199,-0.58524075402551,-0.582690479668576,0.00885527002856739
1.2,-0.587785252292473,-0.58524075402551,0.00889622307294885
1.201,-0.590323949356295,-0.587785252292473,0.00893708985250603
1.202,-0.592856820161059,-0.590323949356295,0.0089778699534534
1.203,-0.595383839708355,-0.592856820161059,0.00901856296286914
1.204,-0.597904983057518,-0.595383839708355,0.00905916846868372
1.205,-0.600420225325884,-0.597904983057518,0.00909968605971238
1.206,-0.602929541689024,-0.600420225325884,0.00914011532561614
1.207,-0.605432907381002,-0.602929541689024,0.00918045585695822
1.208,-0.607930297694605,-0.605432907381002,0.00922070724515571
1.209,-0.610421687981602,-0.607930297694605,0.00926086908253154
1.21,-0.612907053652976,-0.610421687981602,0.00930094096227734
1.211,-0.615386370179171,-0.612907053652976,0.00934092247849395
1.212,-0.617859613090334,-0.615386370179171,0.00938081322616184
1.213,-0.620326757976556,-0.617859613090334,0.00942061280117681
1.214,-0.622787780488112,-0.620326757976556,0.00946032080032778
1.215,-0.625242656335705,-0.622787780488112,0.00949993682132266
1.216,-0.6276913612907,-0.625242656335705,0.00953946046277248
1.217,-0.630133871185369,-0.6276913612907,0.00957889132421523
1.218,-0.632570161913124,-0.630133871185369,0.00961822900610202
1.219,-0.635000209428761,-0.632570161913124,0.00965747310981598
1.22,-0.63742398974869,-0.635000209428761,0.0096966232376635
1.221,-0.639841478951179,-0.63742398974869,0.0097356789928936
1.222,-0.642252653176584,-0.639841478951179,0.00977463997968298
1.223,-0.644657488627592,-0.642252653176584,0.00981350580316249
1.224,-0.647055961569444,-0.644657488627592,0.00985227606939356
1.225,-0.649448048330184,-0.647055961569444,0.00989095038541085
1.226,-0.651833725300878,-0.649448048330184,0.0099295283591731
1.227,-0.654212968935861,-0.651833725300878,0.00996800959963243
1.228,-0.656585755752956,-0.654212968935861,0.0100063937166676
1.229,-0.658952062333717,-0.656585755752956,0.0100446803211571
1.23,-0.661311865323652,-0.658952062333717,0.0100828690249274
1.231,-0.663665141432458,-0.661311865323652,0.010120959440791
1.232,-0.666011867434251,-0.663665141432458,0.0101589511825336
1.233,-0.668352020167793,-0.666011867434251,0.0101968438649278
1.234,-0.67068557653672,-0.668352020167793,0.0102346371037311
1.235,-0.673012513509773,-0.67068557653672,0.0102723305156942
1.236,-0.675332808121024,-0.673012513509773,0.0103099237185578
1.237,-0.677646437470102,-0.675332808121024,0.0103474163310675
1.238,-0.679953378722419,-0.677646437470102,0.0103848079729678
1.239,-0.682253609109397,-0.679953378722419,0.0104220982650135
1.24,-0.684547105928689,-0.682253609109397,0.0104592868289632
1.241,-0.686833846544408,-0.684547105928689,0.0104963732876024
